Closefore
1499.526641137524
1500.6916549423047
1501.826626180211
1502.932329568092
1504.009519844937
1505.058932287051
1506.0812832099436
1507.0772704572776
1508.0475738772084
1508.9928557864393
1509.9137614223102
1510.8109193832288
1511.6849420577437
1512.5364260425524
1513.3659525497321
1514.1740878034652
1514.96138342654
1515.7283768168777
1516.4755915143564
1517.20353755817
1517.912711834978
1518.6035984180694
1519.2766688977892
1519.932382703438
1520.5711874168715
1521.1935190780164
1521.7998024825042
1522.3904514716316
1522.9658692148441
1523.5264484849324
1524.0725719261359
