Closefore
1490.5132649170862
1492.4917124685594
1494.3631551709088
1496.1333804091619
1497.807862556124
1499.3917799017288
1500.8900306667535
1502.3072481504357
1503.64781505882
1504.9158770581582
1506.1153555952671
1507.249960024496
1508.3231990788001
1509.3383917204035
1510.2986774045971
1511.207025788418
1512.0662459142313
1512.8789948966185
1513.6477861394276
1514.374997108409
1515.0628766834602
1515.7135521132268
1516.3290355935585
1516.9112304901712
1517.4619372247516
1517.9828588427135
1518.475606279816
1518.941703343941
1519.3825914274257
1519.7996339645279
1520.1941206478105
