Closefore
1488.6013719506432
1484.0662755101218
1483.8400468943871
1479.793345531169
1478.9581225599522
1475.2496588609533
1473.9310176776146
1470.4478191052478
1468.7391656555278
1465.3960914613683
1463.3667532412235
1460.0994939550906
1457.8007764467186
1454.5606141994874
1452.0303339361406
1448.7802207149782
1446.0460981470767
1442.75772048446
1439.8399194404112
1436.4915014199114
1433.4045298180831
1429.9791886886042
1426.7333211645137
1423.217836565758
1419.8201792668162
1416.2040720306293
1412.6593595837896
1408.9342022439725
1405.245394262652
1401.4042949917693
1397.5730225437908
